CustomerID,Age,TenureMonths,MonthlyCharges,SupportCalls,ContractType,PaymentMethod,InternetService,Churn
CUST2370,21,64,100.01,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2371,52,2,40.4,2,One Year,Mailed Check,DSL,Yes
CUST2372,66,54,75.51,3,Month-to-Month,Bank Transfer,No,No
CUST2373,34,65,93.31,1,One Year,Electronic Check,Fiber Optic,No
CUST2374,61,51,81.6,2,One Year,Bank Transfer,DSL,No
CUST2375,45,53,38.8,2,Month-to-Month,Mailed Check,DSL,No
CUST2376,47,36,55.54,1,Two Year,Credit Card,Fiber Optic,No
CUST2377,46,26,98.38,0,Month-to-Month,Mailed Check,DSL,No
CUST2378,63,29,75.42,5,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2379,23,21,20.52,2,Month-to-Month,Bank Transfer,DSL,No
CUST2380,52,11,96.1,0,Month-to-Month,Bank Transfer,DSL,Yes
CUST2381,58,40,23.53,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2382,54,11,94.57,3,One Year,Electronic Check,No,No
CUST2383,41,36,40.25,0,Month-to-Month,Electronic Check,No,No
CUST2384,46,59,115.81,0,Month-to-Month,Electronic Check,DSL,No
CUST2385,66,39,56.79,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2386,63,54,52.69,4,One Year,Bank Transfer,DSL,No
CUST2387,48,55,34.89,2,Two Year,Mailed Check,Fiber Optic,No
CUST2388,52,24,50.56,1,Month-to-Month,Credit Card,Fiber Optic,No
CUST2389,50,22,107.67,2,One Year,Bank Transfer,No,Yes
CUST2390,69,69,119.63,4,Two Year,Mailed Check,No,No
CUST2391,38,56,56.83,0,One Year,Mailed Check,Fiber Optic,No
CUST2392,49,33,64.86,1,One Year,Credit Card,Fiber Optic,Yes
CUST2393,40,36,92.21,4,Month-to-Month,Electronic Check,No,Yes
CUST2394,50,20,108.62,1,Month-to-Month,Mailed Check,No,Yes
CUST2395,20,62,79.3,0,Month-to-Month,Mailed Check,DSL,No
CUST2396,35,26,59.15,1,Month-to-Month,Mailed Check,DSL,Yes
CUST2397,42,66,61.26,1,Two Year,Electronic Check,Fiber Optic,No
CUST2398,59,40,89.56,0,Month-to-Month,Electronic Check,DSL,Yes
CUST2399,48,17,20.32,0,Two Year,Credit Card,DSL,No
CUST2400,20,1,81.96,4,Two Year,Bank Transfer,DSL,Yes
CUST2401,57,61,55.55,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2402,63,43,99.42,1,Month-to-Month,Bank Transfer,DSL,No
CUST2403,41,42,29.3,1,Two Year,Bank Transfer,DSL,No
CUST2404,67,25,78.82,1,Two Year,Electronic Check,DSL,No
CUST2405,49,39,68.1,0,Month-to-Month,Mailed Check,No,No
CUST2406,64,35,84.23,1,Month-to-Month,Credit Card,No,Yes
CUST2407,39,3,26.49,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2408,40,44,78.0,0,One Year,Mailed Check,Fiber Optic,No
CUST2409,19,51,76.15,1,Month-to-Month,Electronic Check,No,No
CUST2410,44,12,76.07,2,One Year,Bank Transfer,DSL,No
CUST2411,59,19,80.35,2,Month-to-Month,Bank Transfer,DSL,Yes
CUST2412,19,44,87.65,1,Month-to-Month,Bank Transfer,DSL,No
CUST2413,43,59,100.5,1,Month-to-Month,Mailed Check,DSL,No
CUST2414,34,49,46.98,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2415,57,61,102.5,1,Month-to-Month,Mailed Check,No,No
CUST2416,50,17,69.83,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2417,26,57,27.71,3,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2418,60,55,25.86,2,Month-to-Month,Credit Card,No,No
CUST2419,65,47,53.42,4,Month-to-Month,Credit Card,DSL,No
CUST2420,56,12,98.49,2,Two Year,Mailed Check,DSL,No
CUST2421,46,62,90.77,2,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2422,59,8,98.86,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2423,43,21,71.73,2,One Year,Mailed Check,DSL,No
CUST2424,52,70,64.02,0,Two Year,Credit Card,Fiber Optic,No
CUST2425,67,25,34.75,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2426,42,12,52.82,2,One Year,Credit Card,Fiber Optic,No
CUST2427,41,15,63.4,1,One Year,Bank Transfer,Fiber Optic,No
CUST2428,30,59,28.86,1,One Year,Bank Transfer,DSL,Yes
CUST2429,24,26,42.06,1,Month-to-Month,Mailed Check,DSL,No
CUST2430,53,26,79.82,1,One Year,Electronic Check,Fiber Optic,No
CUST2431,62,47,93.57,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2432,37,32,119.83,0,One Year,Electronic Check,No,No
CUST2433,18,10,113.31,2,One Year,Bank Transfer,Fiber Optic,Yes
CUST2434,25,16,84.26,2,Month-to-Month,Credit Card,DSL,Yes
CUST2435,63,71,62.12,2,Two Year,Credit Card,Fiber Optic,No
CUST2436,33,17,83.62,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2437,31,23,98.57,3,Two Year,Electronic Check,DSL,No
CUST2438,29,26,31.83,1,Month-to-Month,Electronic Check,No,Yes
CUST2439,68,7,60.99,0,Month-to-Month,Mailed Check,No,Yes
CUST2440,40,14,103.98,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2441,32,7,58.38,1,Two Year,Electronic Check,DSL,Yes
CUST2442,45,9,77.19,4,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2443,51,48,78.78,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2444,19,59,38.45,0,Month-to-Month,Mailed Check,DSL,No
CUST2445,49,39,56.22,2,One Year,Electronic Check,DSL,No
CUST2446,40,18,53.45,1,Month-to-Month,Bank Transfer,No,No
CUST2447,39,59,22.62,1,Month-to-Month,Credit Card,DSL,No
CUST2448,68,17,22.42,1,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2449,42,14,103.17,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2450,39,31,47.31,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2451,39,24,71.81,3,Month-to-Month,Bank Transfer,DSL,Yes
CUST2452,66,60,49.87,1,One Year,Bank Transfer,No,No
CUST2453,69,45,114.07,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2454,59,3,45.93,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2455,23,37,62.97,1,Month-to-Month,Credit Card,Fiber Optic,No
CUST2456,32,43,107.27,3,Two Year,Electronic Check,Fiber Optic,Yes
CUST2457,60,40,104.19,0,Two Year,Bank Transfer,No,No
CUST2458,54,55,38.61,0,Two Year,Mailed Check,Fiber Optic,No
CUST2459,50,39,100.26,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2460,25,15,65.82,0,Month-to-Month,Electronic Check,No,No
CUST2461,61,4,68.3,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2462,61,25,33.35,1,Month-to-Month,Electronic Check,DSL,No
CUST2463,22,13,28.06,0,Month-to-Month,Electronic Check,DSL,Yes
CUST2464,56,33,92.79,1,One Year,Bank Transfer,No,No
CUST2465,21,16,69.65,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2466,23,42,63.69,0,Two Year,Mailed Check,Fiber Optic,No
CUST2467,62,66,92.95,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2468,49,55,96.55,1,One Year,Mailed Check,DSL,No
CUST2469,69,42,35.89,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2470,47,34,81.02,3,Month-to-Month,Electronic Check,DSL,No
CUST2471,64,30,33.54,0,One Year,Mailed Check,Fiber Optic,No
CUST2472,52,13,95.14,0,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2473,57,13,85.7,3,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2474,69,18,115.66,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2475,33,32,26.9,3,One Year,Electronic Check,No,No
CUST2476,30,39,25.71,2,One Year,Credit Card,Fiber Optic,No
CUST2477,67,46,48.22,4,Month-to-Month,Electronic Check,DSL,No
CUST2478,59,29,46.17,2,Two Year,Bank Transfer,DSL,No
CUST2479,47,62,44.7,4,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2480,36,62,110.63,1,Month-to-Month,Bank Transfer,No,No
CUST2481,34,57,44.95,1,One Year,Electronic Check,No,No
CUST2482,36,16,47.19,3,One Year,Bank Transfer,No,Yes
CUST2483,45,56,95.94,2,Two Year,Credit Card,DSL,No
CUST2484,43,10,64.97,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2485,54,30,97.67,0,One Year,Electronic Check,Fiber Optic,No
CUST2486,43,25,26.54,1,One Year,Bank Transfer,DSL,No
CUST2487,40,5,68.76,2,Two Year,Credit Card,DSL,Yes
CUST2488,26,65,23.36,1,Month-to-Month,Mailed Check,No,No
CUST2489,29,49,26.27,3,One Year,Credit Card,DSL,No
CUST2490,18,3,110.64,3,One Year,Bank Transfer,DSL,No
CUST2491,18,45,33.92,0,Month-to-Month,Credit Card,DSL,No
CUST2492,64,14,73.24,0,Month-to-Month,Mailed Check,No,Yes
CUST2493,51,30,61.11,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2494,49,68,54.73,4,One Year,Mailed Check,Fiber Optic,No
CUST2495,65,18,109.98,1,Two Year,Credit Card,No,Yes
CUST2496,42,62,22.18,0,One Year,Electronic Check,DSL,No
CUST2497,57,37,86.38,1,One Year,Electronic Check,Fiber Optic,No
CUST2498,62,25,116.34,1,Month-to-Month,Electronic Check,DSL,No
CUST2499,18,48,76.02,2,Month-to-Month,Electronic Check,DSL,No
CUST2500,33,65,113.68,1,Month-to-Month,Mailed Check,No,Yes
CUST2501,56,53,25.23,2,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2502,22,15,61.88,0,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2503,39,49,46.02,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2504,46,68,93.08,4,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2505,20,12,118.13,3,Month-to-Month,Mailed Check,DSL,Yes
CUST2506,29,59,45.65,0,Month-to-Month,Electronic Check,DSL,No
CUST2507,43,37,85.42,2,Month-to-Month,Electronic Check,DSL,No
CUST2508,33,61,39.81,2,Month-to-Month,Electronic Check,DSL,No
CUST2509,68,43,76.53,1,Two Year,Mailed Check,No,No
CUST2510,54,70,66.39,0,Two Year,Credit Card,DSL,No
CUST2511,39,39,117.2,2,One Year,Electronic Check,DSL,No
CUST2512,46,56,80.85,2,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2513,31,63,54.95,0,One Year,Bank Transfer,No,No
CUST2514,45,46,31.41,1,Two Year,Credit Card,DSL,No
CUST2515,22,11,35.12,3,One Year,Mailed Check,DSL,No
CUST2516,64,62,42.53,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2517,66,25,45.1,0,One Year,Electronic Check,Fiber Optic,No
CUST2518,47,71,105.06,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2519,63,52,76.12,2,One Year,Bank Transfer,No,No
CUST2520,69,4,72.34,1,One Year,Electronic Check,No,No
CUST2521,22,59,31.48,1,Month-to-Month,Credit Card,Fiber Optic,No
CUST2522,29,20,106.01,3,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2523,33,63,92.28,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2524,43,54,26.77,0,One Year,Electronic Check,DSL,No
CUST2525,43,57,90.78,0,Month-to-Month,Mailed Check,No,No
CUST2526,65,41,74.35,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2527,38,3,28.17,0,Month-to-Month,Mailed Check,DSL,Yes
CUST2528,56,6,65.83,3,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2529,53,5,68.47,1,Month-to-Month,Bank Transfer,DSL,Yes
CUST2530,50,5,36.58,1,One Year,Electronic Check,Fiber Optic,No
CUST2531,47,54,114.57,3,One Year,Electronic Check,Fiber Optic,No
CUST2532,54,47,105.0,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2533,40,49,86.9,0,Month-to-Month,Mailed Check,No,No
CUST2534,27,9,66.23,4,Month-to-Month,Credit Card,DSL,Yes
CUST2535,22,20,61.18,1,Two Year,Electronic Check,Fiber Optic,Yes
CUST2536,53,61,85.1,3,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2537,51,35,74.54,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2538,69,50,26.23,3,Month-to-Month,Credit Card,Fiber Optic,No
CUST2539,48,62,71.25,1,One Year,Electronic Check,Fiber Optic,No
CUST2540,27,17,100.64,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2541,36,3,65.92,1,Two Year,Credit Card,DSL,Yes
CUST2542,49,32,25.2,2,One Year,Credit Card,No,No
CUST2543,18,13,98.63,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2544,22,68,40.14,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2545,62,14,45.86,1,Month-to-Month,Mailed Check,DSL,No
CUST2546,21,11,36.47,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2547,33,56,53.02,2,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2548,41,67,95.68,3,Month-to-Month,Credit Card,No,No
CUST2549,33,29,71.94,5,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2550,19,9,40.49,3,Two Year,Mailed Check,No,Yes
CUST2551,66,67,107.78,2,One Year,Credit Card,Fiber Optic,No
CUST2552,45,25,107.96,3,Two Year,Electronic Check,Fiber Optic,No
CUST2553,49,42,107.06,2,One Year,Bank Transfer,DSL,No
CUST2554,44,9,43.88,2,Month-to-Month,Mailed Check,No,Yes
CUST2555,37,40,65.12,1,One Year,Electronic Check,DSL,No
CUST2556,41,25,118.5,1,Month-to-Month,Mailed Check,No,Yes
CUST2557,29,5,97.2,1,One Year,Credit Card,No,Yes
CUST2558,67,11,22.72,4,Month-to-Month,Electronic Check,No,Yes
CUST2559,52,59,26.52,3,Two Year,Mailed Check,Fiber Optic,No
CUST2560,50,38,66.39,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2561,50,5,110.92,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2562,68,48,73.87,3,Two Year,Electronic Check,DSL,No
CUST2563,60,18,69.78,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2564,54,70,30.55,1,One Year,Credit Card,DSL,No
CUST2565,29,37,85.68,1,One Year,Bank Transfer,Fiber Optic,No
CUST2566,20,60,102.21,1,Two Year,Mailed Check,DSL,No
CUST2567,18,48,58.04,0,Two Year,Mailed Check,DSL,No
CUST2568,50,28,97.56,3,Two Year,Credit Card,Fiber Optic,Yes
CUST2569,57,69,116.45,1,Month-to-Month,Credit Card,Fiber Optic,No
CUST2570,27,40,40.38,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2571,60,45,72.33,2,One Year,Mailed Check,DSL,No
CUST2572,61,62,48.71,1,One Year,Credit Card,Fiber Optic,No
CUST2573,46,58,99.29,2,Month-to-Month,Bank Transfer,DSL,No
CUST2574,30,67,77.76,1,One Year,Bank Transfer,Fiber Optic,No
CUST2575,29,56,83.46,2,Two Year,Credit Card,Fiber Optic,Yes
CUST2576,48,40,99.79,0,Two Year,Mailed Check,Fiber Optic,No
CUST2577,63,40,59.6,2,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2578,19,33,111.51,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2579,68,6,73.3,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2580,67,19,35.8,3,Two Year,Electronic Check,Fiber Optic,No
CUST2581,52,40,89.59,1,One Year,Electronic Check,Fiber Optic,No
CUST2582,40,59,99.33,2,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2583,34,59,51.68,1,Month-to-Month,Bank Transfer,DSL,No
CUST2584,43,48,105.72,3,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2585,25,41,110.61,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2586,46,13,47.69,1,Two Year,Credit Card,DSL,No
CUST2587,43,45,118.35,1,One Year,Electronic Check,DSL,Yes
CUST2588,27,53,34.07,1,Month-to-Month,Mailed Check,DSL,Yes
CUST2589,43,42,40.2,0,Month-to-Month,Bank Transfer,No,No
CUST2590,51,63,38.42,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2591,68,27,109.4,1,Two Year,Bank Transfer,DSL,No
CUST2592,58,38,85.43,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2593,24,60,35.21,1,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2594,21,7,64.03,3,Month-to-Month,Bank Transfer,No,Yes
CUST2595,67,5,81.53,0,One Year,Bank Transfer,DSL,No
CUST2596,62,45,28.35,1,One Year,Electronic Check,DSL,No
CUST2597,28,58,108.24,2,One Year,Mailed Check,No,No
CUST2598,46,31,100.36,0,Month-to-Month,Mailed Check,DSL,No
CUST2599,53,23,70.52,2,Month-to-Month,Electronic Check,DSL,Yes
CUST2600,42,42,116.71,1,Month-to-Month,Electronic Check,No,No
CUST2601,38,10,61.78,3,One Year,Electronic Check,Fiber Optic,Yes
CUST2602,53,32,118.41,1,Month-to-Month,Credit Card,DSL,Yes
CUST2603,27,53,86.79,4,One Year,Bank Transfer,DSL,No
CUST2604,54,30,83.47,0,Two Year,Bank Transfer,DSL,No
CUST2605,26,39,36.6,2,Two Year,Mailed Check,DSL,No
CUST2606,41,31,108.19,1,Month-to-Month,Bank Transfer,No,Yes
CUST2607,52,2,62.75,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2608,66,12,36.22,6,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2609,52,39,21.26,2,One Year,Mailed Check,No,No
CUST2610,65,66,75.98,1,Two Year,Mailed Check,Fiber Optic,No
CUST2611,53,13,72.74,2,Month-to-Month,Bank Transfer,DSL,Yes
CUST2612,35,46,91.94,5,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2613,66,27,109.03,1,Two Year,Electronic Check,No,Yes
CUST2614,56,17,27.94,3,Two Year,Mailed Check,No,No
CUST2615,49,60,93.15,1,Month-to-Month,Electronic Check,DSL,No
CUST2616,41,64,38.74,1,One Year,Credit Card,Fiber Optic,No
CUST2617,40,35,105.82,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2618,49,70,101.91,3,Month-to-Month,Electronic Check,No,No
CUST2619,54,30,74.08,3,Two Year,Bank Transfer,DSL,No
CUST2620,29,71,91.02,2,Two Year,Mailed Check,Fiber Optic,No
CUST2621,66,63,51.44,1,One Year,Bank Transfer,No,No
CUST2622,30,28,67.12,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2623,40,60,102.16,2,Two Year,Credit Card,Fiber Optic,No
CUST2624,42,37,65.93,0,Month-to-Month,Credit Card,DSL,No
CUST2625,52,22,55.78,0,Month-to-Month,Credit Card,DSL,No
CUST2626,58,68,69.42,2,Month-to-Month,Mailed Check,DSL,No
CUST2627,47,20,102.82,2,Month-to-Month,Credit Card,No,Yes
CUST2628,34,68,53.52,2,One Year,Credit Card,DSL,No
CUST2629,66,64,37.38,0,One Year,Credit Card,Fiber Optic,No
CUST2630,37,17,91.2,0,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2631,65,12,102.6,1,Month-to-Month,Bank Transfer,DSL,No
CUST2632,42,22,30.06,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2633,39,17,43.99,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2634,30,10,34.2,1,One Year,Bank Transfer,No,No
CUST2635,36,65,54.79,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2636,66,22,65.04,3,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2637,53,50,94.88,0,Month-to-Month,Electronic Check,DSL,Yes
CUST2638,29,14,85.11,0,One Year,Credit Card,No,No
CUST2639,58,64,82.09,1,Two Year,Credit Card,DSL,No
CUST2640,36,47,55.24,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2641,29,29,104.14,1,Month-to-Month,Mailed Check,DSL,Yes
CUST2642,26,36,67.13,4,One Year,Credit Card,No,No
CUST2643,24,52,117.91,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2644,45,7,83.41,0,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2645,31,29,32.63,1,One Year,Mailed Check,DSL,No
CUST2646,48,11,87.62,3,One Year,Bank Transfer,Fiber Optic,Yes
CUST2647,69,33,52.51,2,One Year,Credit Card,Fiber Optic,Yes
CUST2648,36,6,88.63,1,One Year,Credit Card,Fiber Optic,Yes
CUST2649,64,32,26.96,0,One Year,Credit Card,DSL,No
CUST2650,33,51,37.49,0,Month-to-Month,Electronic Check,No,Yes
CUST2651,22,58,105.57,3,Month-to-Month,Electronic Check,No,No
CUST2652,52,26,42.72,3,Month-to-Month,Mailed Check,DSL,Yes
CUST2653,29,46,103.7,0,Month-to-Month,Bank Transfer,No,Yes
CUST2654,42,29,47.93,2,One Year,Credit Card,Fiber Optic,No
CUST2655,69,4,84.29,0,Two Year,Credit Card,Fiber Optic,No
CUST2656,38,13,89.42,4,Two Year,Credit Card,DSL,Yes
CUST2657,53,39,71.27,0,One Year,Credit Card,Fiber Optic,No
CUST2658,40,15,50.53,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2659,33,29,41.26,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2660,56,29,23.32,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2661,62,32,50.39,1,One Year,Mailed Check,Fiber Optic,No
CUST2662,59,2,85.32,0,One Year,Electronic Check,Fiber Optic,Yes
CUST2663,56,47,113.83,3,One Year,Credit Card,DSL,No
CUST2664,31,22,107.12,3,One Year,Bank Transfer,No,Yes
CUST2665,48,27,96.61,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2666,22,67,98.84,2,Month-to-Month,Electronic Check,DSL,No
CUST2667,52,56,86.5,0,One Year,Mailed Check,DSL,No
CUST2668,40,21,46.03,1,Two Year,Mailed Check,Fiber Optic,No
CUST2669,46,47,110.72,3,Month-to-Month,Credit Card,No,No
CUST2670,60,59,87.07,3,One Year,Mailed Check,Fiber Optic,Yes
CUST2671,28,6,76.04,0,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2672,35,19,31.1,0,Two Year,Mailed Check,DSL,No
CUST2673,64,57,64.71,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2674,29,69,66.04,2,One Year,Bank Transfer,No,No
CUST2675,26,3,106.46,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2676,27,1,74.66,1,One Year,Mailed Check,DSL,No
CUST2677,61,58,58.04,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2678,34,38,117.68,0,Month-to-Month,Credit Card,DSL,No
CUST2679,55,15,31.07,0,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2680,24,34,62.25,0,Two Year,Electronic Check,Fiber Optic,No
CUST2681,63,61,24.2,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2682,30,35,93.99,2,Month-to-Month,Electronic Check,DSL,Yes
CUST2683,57,64,111.81,2,One Year,Electronic Check,No,No
CUST2684,59,25,48.0,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2685,26,24,105.83,4,Two Year,Mailed Check,Fiber Optic,Yes
CUST2686,67,12,49.22,2,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2687,44,18,111.08,2,One Year,Electronic Check,Fiber Optic,Yes
CUST2688,19,15,95.4,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2689,22,27,100.49,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2690,46,60,21.8,2,One Year,Electronic Check,Fiber Optic,No
CUST2691,54,46,116.28,2,One Year,Mailed Check,DSL,Yes
CUST2692,55,17,92.67,1,One Year,Credit Card,No,Yes
CUST2693,36,53,50.48,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2694,25,8,102.94,2,Month-to-Month,Credit Card,DSL,Yes
CUST2695,65,27,48.15,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2696,62,46,107.28,1,Two Year,Electronic Check,No,No
CUST2697,18,50,31.26,0,Month-to-Month,Electronic Check,No,No
CUST2698,39,71,90.37,3,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2699,69,3,74.07,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2700,34,64,29.65,2,One Year,Mailed Check,Fiber Optic,No
CUST2701,24,44,44.19,2,Month-to-Month,Electronic Check,DSL,No
CUST2702,42,53,21.24,0,Two Year,Electronic Check,No,No
CUST2703,62,24,66.88,4,Month-to-Month,Electronic Check,DSL,No
CUST2704,21,60,50.13,2,Two Year,Bank Transfer,DSL,No
CUST2705,53,3,79.84,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2706,23,20,49.72,0,One Year,Mailed Check,Fiber Optic,No
CUST2707,48,46,49.99,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2708,36,15,94.32,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2709,61,25,24.81,0,Two Year,Credit Card,DSL,No
CUST2710,56,71,110.29,3,Month-to-Month,Credit Card,DSL,No
CUST2711,44,17,105.23,2,Two Year,Bank Transfer,Fiber Optic,No
CUST2712,27,9,86.78,0,One Year,Credit Card,DSL,No
CUST2713,43,38,79.32,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2714,36,48,109.23,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2715,56,60,38.53,0,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2716,20,63,27.9,2,Month-to-Month,Mailed Check,No,No
CUST2717,62,2,43.95,4,Month-to-Month,Credit Card,No,Yes
CUST2718,30,11,99.46,3,Month-to-Month,Mailed Check,No,Yes
CUST2719,67,64,23.47,2,Month-to-Month,Mailed Check,DSL,No
CUST2720,45,21,78.28,2,One Year,Credit Card,DSL,No
CUST2721,37,18,119.54,1,Month-to-Month,Bank Transfer,DSL,Yes
CUST2722,45,64,105.57,1,Month-to-Month,Credit Card,No,No
CUST2723,25,38,72.14,3,One Year,Electronic Check,No,Yes
CUST2724,58,32,26.36,2,Month-to-Month,Credit Card,No,No
CUST2725,56,11,103.14,1,Month-to-Month,Bank Transfer,DSL,No
CUST2726,18,45,79.9,2,Month-to-Month,Mailed Check,No,Yes
CUST2727,20,33,31.49,2,Two Year,Mailed Check,Fiber Optic,No
CUST2728,30,41,29.39,0,Two Year,Electronic Check,DSL,No
CUST2729,45,8,110.96,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2730,66,11,86.92,0,One Year,Electronic Check,DSL,No
CUST2731,42,51,102.93,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2732,50,41,107.9,3,One Year,Electronic Check,DSL,No
CUST2733,55,17,77.18,4,One Year,Credit Card,Fiber Optic,Yes
CUST2734,23,46,71.74,3,One Year,Mailed Check,Fiber Optic,No
CUST2735,61,32,63.04,1,Month-to-Month,Bank Transfer,No,Yes
CUST2736,62,54,51.69,2,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2737,49,20,63.46,0,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2738,62,33,97.39,3,Two Year,Credit Card,No,Yes
CUST2739,64,40,80.19,1,One Year,Electronic Check,No,No
CUST2740,38,32,109.25,1,Two Year,Mailed Check,DSL,Yes
